Nx Ny Nh g path_to_PH
51 49 0.0203593 0.0162685 0.0181249 0.00688387
51 50 0.00934151 0.019131 0.0140788 0.00425102
51 51 0.146986 0 0 0.108898
51 52 0.00982519 0.0145156 0.0140221 0.00639189
51 53 0.0188513 0.0192354 0.0154363 0.0126125
51 54 0.0197679 0.0171475 0.0150348 0.0117459
51 55 0.0218892 0.0129647 0.0164774 0.00782622
51 56 0.0108083 0.0167697 0.0139024 0.004433
51 57 0.00660049 0.0125378 0.0143487 0.00390022
51 58 0.0117352 0.0115904 0.01509 0.00586345
51 59 0.0199661 0.0173234 0.0147046 0.0129192
51 60 0.0218922 0.0147638 0.0161142 0.0106708
51 61 0.0206454 0.0148903 0.0155132 0.0114822
51 62 0.0165524 0.0193039 0.0159175 0.0101303
51 63 0.0172926 0.0178747 0.0167833 0.0107893
51 64 0.0181259 0.0139135 0.0165973 0.00919483
51 65 0.0190517 0.0189409 0.01464 0.0135584
51 66 0.0192791 0.0143664 0.015107 0.0111082
51 67 0.00868243 0.00783971 0.00696342 0.00590041
51 68 0.0157784 0.0160948 0.0121997 0.0114393
51 69 0.00885956 0.00850816 0.00708261 0.0061384
51 70 0.0163654 0.0136256 0.0123183 0.0099988
51 71 0.00833001 0.00954592 0.00692204 0.00631724
51 72 0.0139235 0.0146637 0.0126229 0.00994609
52 1 0.0158245 0.0131223 0.0122766 0.00980639
52 2 0.00878714 0.00891589 0.00671582 0.00693549
52 3 0.0156454 0.0137311 0.012029 0.010653
52 4 0.00883901 0.00768985 0.00685944 0.00593
52 5 0.0153345 0.0151254 0.0118255 0.0116852
52 6 0.00887404 0.0081382 0.00687333 0.00603155
52 7 0.0201314 0.0128924 0.0157252 0.00965921
52 8 0.0189408 0.0178713 0.014467 0.0139804
52 9 0.0197302 0.014215 0.0153032 0.0106202
52 10 0.0200092 0.014684 0.0155054 0.0112395
52 11 0.0187914 0.0167448 0.014348 0.0131186
52 12 0.0197236 0.0157679 0.0153278 0.011818
52 13 0.0213117 0.0128562 0.0166349 0.00972764
52 14 0.018978 0.0164377 0.0146177 0.0127729
52 15 0.020656 0.0144194 0.01649 0.0101137
52 16 0.0206777 0.012323 0.0162833 0.00867963
52 17 0.0194192 0.0169612 0.0150017 0.0130979
52 18 0.0201469 0.0135344 0.0156394 0.010318
52 19 0.0189442 0.0152633 0.0152596 0.0109818
52 20 0.01912 0.0175068 0.0147331 0.0136035
52 21 0.0188285 0.0162162 0.0148618 0.011844
52 22 0.0207079 0.0143134 0.0167849 0.00986104
52 23 0.0182039 0.0183298 0.0141926 0.0141007
52 24 0.0202732 0.0151972 0.0158394 0.0115421
52 25 0.014561 0.0180084 0.0135394 0.0105163
52 26 0.0170091 0.0188998 0.0135683 0.014181
52 27 0.0160063 0.0173119 0.0122829 0.0131526
52 28 0.017193 0.0160651 0.0135076 0.0116615
52 29 0.0163329 0.0185991 0.0127676 0.0142061
52 30 0.016857 0.0172769 0.0139075 0.0120406
52 31 0.01394 0.0199267 0.0128978 0.0121549
52 32 0.0152423 0.0191239 0.0130019 0.0132483
52 33 0.0154457 0.0189804 0.0121602 0.0142846
52 34 0.0151452 0.0180254 0.0119786 0.0132645
52 35 0.0158316 0.0189811 0.0126564 0.0142196
52 36 0.0147262 0.0188187 0.0127798 0.0122959
52 37 0.015174 0.0172797 0.0115156 0.0136301
52 38 0.0159294 0.018698 0.0123917 0.0141996
52 39 0.0133023 0.0189306 0.0128468 0.0119209
52 40 0.0133165 0.0202436 0.013081 0.0122518
52 41 0.0133325 0.0197875 0.0135492 0.0114154
52 42 0.0154776 0.0187491 0.0120406 0.0142641
52 43 0.0169995 0.0159805 0.0135586 0.0112245
52 44 0.0160373 0.0185393 0.0127847 0.0138385
52 45 0.00892263 0.015098 0.012066 0.00723685
52 46 0.00561118 0.0150864 0.0112391 0.00452073
52 47 0.00862764 0.017336 0.0122598 0.00589914
52 48 0.0152969 0.0177178 0.0127618 0.0118658
52 49 0.020622 0.0143094 0.0167454 0.00935555
52 50 0.0165773 0.0192951 0.0149869 0.0120423
52 51 0.00982519 0.0140221 0.0145156 0.00639189
52 52 0.138913 0 0 0.107505
52 53 0.00897778 0.0171013 0.0140511 0.00532082
52 54 0.0166786 0.0177873 0.0163731 0.00818137
52 55 0.0197175 0.0116369 0.0159324 0.00918821
52 56 0.0186086 0.0175469 0.0153743 0.0121387
52 57 0.0153529 0.0146537 0.0171571 0.00877102
52 58 0.00508437 0.0120521 0.0160117 0.00283554
52 59 0.0140833 0.0188834 0.0166617 0.00927801
52 60 0.0198485 0.0151032 0.0170382 0.00847252
52 61 0.015889 0.0159212 0.017134 0.00992531
52 62 0.0176909 0.017243 0.0147431 0.0125641
52 63 0.0192866 0.0156014 0.0153097 0.0119
52 64 0.0154195 0.0140236 0.0174485 0.00840046
52 65 0.0182486 0.0181609 0.0147906 0.0135599
52 66 0.0189501 0.0140469 0.0153805 0.0106447
52 67 0.00642664 0.00852457 0.00799358 0.00483939
52 68 0.0131456 0.0162355 0.0128477 0.0102772
52 69 0.00868694 0.00793186 0.00678156 0.00593563
52 70 0.0155994 0.0125778 0.0120733 0.0101
52 71 0.00859267 0.00875965 0.00668658 0.00683587
52 72 0.0137755 0.0141652 0.0127678 0.00996019
53 1 0.0156742 0.0129328 0.0144701 0.0118626
53 2 0.00874442 0.00880417 0.00791908 0.00824328
53 3 0.0155754 0.0135589 0.0142658 0.0126062
53 4 0.00861762 0.00777436 0.00833351 0.00677201
53 5 0.0145406 0.0156633 0.0146417 0.0129796
53 6 0.00850766 0.00829637 0.00834744 0.00696777
53 7 0.0199741 0.0127248 0.0186176 0.0115715
53 8 0.0186853 0.0178218 0.017226 0.0163664
53 9 0.0194413 0.0141344 0.0182022 0.0126427
53 10 0.0196828 0.0146719 0.0186353 0.0130888
53 11 0.018257 0.0169697 0.0173729 0.0150013
53 12 0.0191627 0.0159372 0.0184087 0.0137964
53 13 0.0209285 0.0129051 0.0199852 0.011275
53 14 0.0181586 0.0169637 0.0179629 0.014249
53 15 0.0201296 0.0145044 0.0195611 0.0121478
53 16 0.0206128 0.0119453 0.0190474 0.0109143
53 17 0.0193509 0.0167274 0.0176084 0.0156246
53 18 0.0200474 0.0133569 0.01847 0.0123081
53 19 0.0191193 0.0147346 0.0175039 0.0136047
53 20 0.0185937 0.0177707 0.0177691 0.0154883
53 21 0.0188206 0.0158655 0.0171745 0.0144661
53 22 0.0207373 0.013875 0.019274 0.0125213
53 23 0.0181555 0.0180768 0.0166031 0.0168116
53 24 0.0202208 0.0149447 0.0185768 0.0138421
53 25 0.0152191 0.0168212 0.0148241 0.0146558
53 26 0.0172826 0.0182773 0.0154479 0.0172282
53 27 0.0156044 0.017242 0.0147444 0.0155276
53 28 0.0171564 0.0156527 0.0157562 0.0143835
53 29 0.01638 0.0182814 0.0148904 0.0170122
53 30 0.0171372 0.016611 0.0157873 0.0152483
53 31 0.0140053 0.0197546 0.0150354 0.0157397
53 32 0.0142789 0.019714 0.0159512 0.0152545
53 33 0.0142738 0.0196552 0.015167 0.0158616
53 34 0.015117 0.0176669 0.0140249 0.0161298
53 35 0.0158499 0.0186774 0.0147502 0.0170734
53 36 0.0153263 0.0179561 0.0142655 0.0162438
53 37 0.0148023 0.0177123 0.0141926 0.0158582
53 38 0.0137516 0.0203218 0.0162663 0.0146454
53 39 0.0149804 0.0180128 0.0144132 0.0159558
53 40 0.0148179 0.0190281 0.0144249 0.0167652
53 41 0.0119552 0.0212605 0.0173673 0.0125019
53 42 0.01503 0.0190492 0.014647 0.0167085
53 43 0.0162848 0.0160751 0.0163477 0.0133077
53 44 0.0157302 0.0182178 0.0149357 0.0164349
53 45 0.0164039 0.0168663 0.016173 0.0146427
53 46 0.0115065 0.0187439 0.0168442 0.0110163
53 47 0.0042082 0.019309 0.016617 0.00390597
53 48 0.0115165 0.0198449 0.0172392 0.0107095
53 49 0.0193467 0.0144628 0.0201183 0.0107328
53 50 0.0180237 0.0179718 0.016521 0.0166415
53 51 0.0188513 0.0154363 0.0192354 0.0126125
53 52 0.00897778 0.0140511 0.0171013 0.00532082
53 53 0.137791 0 0 0.127091
53 54 0.00881904 0.0155637 0.0171179 0.00461795
53 55 0.0205751 0.0117685 0.0189587 0.0105255
53 56 0.0191586 0.0165224 0.0173995 0.015564
53 57 0.0199448 0.0131965 0.0183777 0.0121948
53 58 0.0112938 0.0111565 0.0181433 0.00441637
53 59 0.00572828 0.0154228 0.0163859 0.00474269
53 60 0.0109896 0.0128552 0.0177536 0.00394647
53 61 0.0192732 0.0141461 0.0182221 0.0130733
53 62 0.0168734 0.0167744 0.0171603 0.0145988
53 63 0.0187508 0.0154734 0.0179365 0.0137525
53 64 0.0169142 0.0135347 0.0197751 0.00939991
53 65 0.0150497 0.0199405 0.019381 0.0132976
53 66 0.0163985 0.0153005 0.0195519 0.0097047
53 67 0.00806826 0.00753559 0.00821491 0.00655181
53 68 0.012535 0.0158257 0.0148254 0.0119645
53 69 0.0079526 0.00809488 0.00820153 0.00668785
53 70 0.0152753 0.0128515 0.0145482 0.0115948
53 71 0.00809053 0.0090736 0.00828661 0.00766602
53 72 0.0150834 0.0136601 0.0145105 0.0120655
54 1 0.015514 0.0128173 0.0130717 0.0108566
54 2 0.00864531 0.0087453 0.00720785 0.00749241
54 3 0.015437 0.0134989 0.0130024 0.01134
54 4 0.00877392 0.00759406 0.00744246 0.00614498
54 5 0.0150536 0.0148849 0.0127681 0.0123991
54 6 0.00862061 0.00795237 0.00733948 0.00669324
54 7 0.0198841 0.0126716 0.0168736 0.0103112
54 8 0.0186301 0.0175443 0.0155485 0.0150183
54 9 0.0193478 0.0138664 0.0163763 0.0117113
54 10 0.0197894 0.0144287 0.0168324 0.0117948
54 11 0.0184935 0.0164232 0.0154487 0.0140355
54 12 0.0192872 0.0154268 0.0162873 0.0130829
54 13 0.020981 0.0128132 0.0182537 0.00977955
54 14 0.0186557 0.0161703 0.0157797 0.0135256
54 15 0.02036 0.0138587 0.0172027 0.0117681
54 16 0.0203884 0.0118648 0.0173058 0.00986848
54 17 0.019146 0.016586 0.0160377 0.0142179
54 18 0.0198494 0.0133417 0.016794 0.0110227
54 19 0.0188257 0.0148633 0.0162167 0.0118474
54 20 0.0188191 0.0171749 0.0158656 0.0144691
54 21 0.0184024 0.0158751 0.0158775 0.013055
54 22 0.0205327 0.0137456 0.0175139 0.0114071
54 23 0.0178959 0.0180056 0.0152256 0.015197
54 24 0.0198694 0.0150621 0.0172101 0.0121373
54 25 0.0155413 0.0163866 0.0130238 0.0136304
54 26 0.0167808 0.0184608 0.0144006 0.0153771
54 27 0.0145723 0.0181101 0.0144495 0.0125292
54 28 0.0165618 0.0160466 0.0148985 0.0122071
54 29 0.0160252 0.018303 0.0137508 0.0151899
54 30 0.0168957 0.0166164 0.0144726 0.0136437
54 31 0.0149619 0.0186595 0.0128413 0.015412
54 32 0.0150138 0.0187094 0.0137899 0.0145595
54 33 0.0138888 0.0195448 0.0139649 0.013387
54 34 0.0142539 0.0182568 0.0134566 0.0131569
54 35 0.0155364 0.0186613 0.0135855 0.0153107
54 36 0.0150785 0.0178959 0.0130763 0.0146016
54 37 0.0128387 0.0183742 0.0135682 0.0127682
54 38 0.0156546 0.0183569 0.0132604 0.0152828
54 39 0.0151027 0.0171794 0.0125553 0.0147761
54 40 0.0149861 0.0184388 0.0127425 0.0153818
54 41 0.0128814 0.0196507 0.0146162 0.0120099
54 42 0.0131456 0.0199928 0.0143168 0.0131757
54 43 0.0086485 0.0138991 0.013032 0.00741198
54 44 0.0159459 0.0180166 0.0135327 0.0152803
54 45 0.0168609 0.0163496 0.0143011 0.0134667
54 46 0.0148459 0.0167945 0.0134999 0.0123434
54 47 0.0082093 0.0172289 0.013315 0.00542054
54 48 0.00544968 0.0155296 0.0123041 0.00484457
54 49 0.0100796 0.0125383 0.0162592 0.00621223
54 50 0.0165262 0.018617 0.0157229 0.0139278
54 51 0.0197679 0.0150348 0.0171475 0.0117459
54 52 0.0166786 0.0163731 0.0177873 0.00818137
54 53 0.00881904 0.0171179 0.0155637 0.00461795
54 54 0.136517 0 0 0.115593
54 55 0.0156278 0.0128141 0.0190445 0.0082838
54 56 0.0183201 0.0170873 0.0164333 0.0135303
54 57 0.0186747 0.0131204 0.0167969 0.0110064
54 58 0.0201662 0.0134518 0.0189104 0.00807562
54 59 0.0137405 0.0191048 0.0183066 0.00903703
54 60 0.00481198 0.0136824 0.017085 0.00310869
54 61 0.0193977 0.0141874 0.0168208 0.0118859
54 62 0.0172519 0.0171731 0.0160651 0.0131721
54 63 0.0149939 0.0173324 0.0184343 0.0109801
54 64 0.0191252 0.0124201 0.0170131 0.0103187
54 65 0.0178529 0.0179953 0.016051 0.0143526
54 66 0.0145494 0.0157187 0.0186494 0.0094441
54 67 0.00861449 0.00736969 0.00733587 0.00607073
54 68 0.0127749 0.0162718 0.0139889 0.0106295
54 69 0.00617598 0.00906838 0.00866318 0.00526414
54 70 0.0137113 0.0131926 0.0138679 0.0101603
54 71 0.00847379 0.00860094 0.00719478 0.00740866
54 72 0.0151189 0.0131855 0.0129609 0.011396
55 1 0.0165304 0.0143505 0.010057 0.00796578
55 2 0.00920045 0.00986407 0.00559388 0.00538264
55 3 0.0167941 0.0149961 0.00991267 0.00819487
55 4 0.00962315 0.00828751 0.0055859 0.00466391
55 5 0.0164962 0.0164687 0.00961245 0.00937034
55 6 0.00941944 0.00880177 0.00555494 0.00501259
55 7 0.0213029 0.0140737 0.0128757 0.0076842
55 8 0.019835 0.0198746 0.0120623 0.0108209
55 9 0.0210099 0.0154927 0.0125493 0.0084125
55 10 0.0215129 0.0159053 0.0127232 0.0088153
55 11 0.0198264 0.0185539 0.011883 0.010241
55 12 0.0209423 0.017185 0.0123972 0.00962189
55 13 0.0229983 0.0140013 0.013714 0.0073703
55 14 0.0202138 0.0181153 0.0119884 0.0100855
55 15 0.0220749 0.0155321 0.0131722 0.00856698
55 16 0.0217078 0.0133473 0.0133466 0.00716761
55 17 0.0204221 0.0188251 0.0124344 0.0101883
55 18 0.0215261 0.0148945 0.0128872 0.00784982
55 19 0.0206757 0.0162846 0.0123204 0.00867997
55 20 0.0206122 0.0190483 0.0119432 0.0109143
55 21 0.0203893 0.0173048 0.0118642 0.00986565
55 22 0.0221579 0.0152914 0.0133326 0.00841807
55 23 0.0197178 0.0196995 0.0113378 0.0113937
55 24 0.0218057 0.0166186 0.0131294 0.00866696
55 25 0.0169943 0.0180304 0.00998114 0.00988065
55 26 0.0188233 0.0200392 0.0106786 0.0117371
55 27 0.0171359 0.0187375 0.0102699 0.0101174
55 28 0.0186007 0.0169046 0.0109392 0.00951923
55 29 0.017875 0.019808 0.0101783 0.0115629
55 30 0.0187267 0.018133 0.0107869 0.00997112
55 31 0.0163014 0.0205467 0.00988528 0.0113743
55 32 0.0173519 0.0199134 0.0100202 0.0114755
55 33 0.0158678 0.0212177 0.0105699 0.0105527
55 34 0.0154626 0.0200108 0.0105985 0.00953893
55 35 0.0164764 0.0210443 0.0107752 0.0107697
55 36 0.0167711 0.01947 0.00972688 0.0110392
55 37 0.0147774 0.0204121 0.0106357 0.00992274
55 38 0.0169779 0.0206609 0.0103815 0.0113235
55 39 0.0156118 0.0202244 0.0102519 0.0105
55 40 0.0141691 0.022357 0.011255 0.00959916
55 41 0.0158277 0.0210778 0.0109183 0.0103224
55 42 0.0164747 0.0206658 0.0100195 0.0113564
55 43 0.0119317 0.0200965 0.0133434 0.00692624
55 44 0.0156957 0.0216533 0.0115964 0.00985778
55 45 0.0179135 0.0184174 0.0109476 0.00974056
55 46 0.0146005 0.0188195 0.0106628 0.00941351
55 47 0.0177153 0.0208056 0.0111803 0.0109693
55 48 0.0156241 0.0196815 0.0108364 0.00984426
55 49 0.00702619 0.0133525 0.0111318 0.0034893
55 50 0.0149268 0.0224094 0.0132662 0.00779141
55 51 0.0218892 0.0164774 0.0129647 0.00782622
55 52 0.0197175 0.0159324 0.0116369 0.00918821
55 53 0.0205751 0.0189587 0.0117685 0.0105255
55 54 0.0156278 0.0190445 0.0128141 0.0082838
55 55 0.150116 0 0 0.0864251
55 56 0.0122202 0.0159188 0.0100131 0.0045768
55 57 0.0216582 0.0148921 0.0129954 0.00558881
55 58 0.0228456 0.0131276 0.0128147 0.00761583
55 59 0.0205572 0.0173722 0.0115855 0.00955076
55 60 0.0127029 0.0130992 0.0109006 0.00582623
55 61 0.00758465 0.0146374 0.0112249 0.00380497
55 62 0.0116662 0.0162582 0.0101201 0.00438099
55 63 0.0207543 0.0174561 0.0131075 0.00742165
55 64 0.0218306 0.0130637 0.0120268 0.00737965
55 65 0.0203906 0.018968 0.011597 0.0105698
55 66 0.0120296 0.0135144 0.0106553 0.00565291
55 67 0.00556109 0.00926732 0.00654428 0.00299285
55 68 0.0122803 0.0181643 0.0110382 0.00596158
55 69 0.00935798 0.00887214 0.00564301 0.00417979
55 70 0.0171215 0.0132224 0.00930003 0.00773286
55 71 0.00942224 0.00937827 0.00525486 0.00529214
55 72 0.0126774 0.0159935 0.0107055 0.00667586
56 1 0.0154203 0.0134834 0.0143605 0.0110613
56 2 0.00817581 0.00960142 0.00824818 0.00714254
56 3 0.0151585 0.0144018 0.0143903 0.0113442
56 4 0.00896698 0.00771525 0.00788774 0.00673136
56 5 0.0154954 0.0152381 0.0135099 0.0133697
56 6 0.00893241 0.00810525 0.00779643 0.00716265
56 7 0.0201067 0.0130207 0.0181229 0.0110468
56 8 0.0178455 0.0191732 0.0176738 0.0145669
56 9 0.0195133 0.0145244 0.0178007 0.0119918
56 10 0.0201899 0.014724 0.017848 0.012792
56 11 0.0181992 0.0175809 0.017095 0.0141167
56 12 0.0197635 0.0158611 0.017459 0.0137528
56 13 0.0215402 0.0129142 0.0191004 0.0110479
56 14 0.018841 0.0168844 0.0169899 0.0142172
56 15 0.0209075 0.0142344 0.0183949 0.0124138
56 16 0.0204227 0.0124351 0.0188233 0.0101903
56 17 0.0183167 0.0182576 0.0182565 0.0135851
56 18 0.0196943 0.0141845 0.0184865 0.0110864
56 19 0.0194174 0.0150037 0.0169589 0.0130988
56 20 0.0193505 0.0176096 0.0167261 0.015625
56 21 0.0191476 0.0160367 0.0165862 0.0142157
56 22 0.0207356 0.0142735 0.0188314 0.0118546
56 23 0.0184162 0.0183526 0.0159081 0.0159643
56 24 0.0199982 0.0157189 0.0184913 0.0125357
56 25 0.0159541 0.0166574 0.0138891 0.0146411
56 26 0.0175733 0.0186549 0.0150278 0.0166774
56 27 0.0161514 0.0173392 0.0140937 0.0151199
56 28 0.0175627 0.0156247 0.0150263 0.014036
56 29 0.0165634 0.0184501 0.0143045 0.0164532
56 30 0.0177083 0.0165256 0.0148281 0.0149199
56 31 0.0153285 0.0190466 0.0136769 0.0164743
56 32 0.0163665 0.0183751 0.0138744 0.0165432
56 33 0.0156091 0.0190341 0.0138519 0.0164555
56 34 0.0145609 0.0185785 0.0142544 0.0147446
56 35 0.0138353 0.0209742 0.0161779 0.014127
56 36 0.0149687 0.0186127 0.0142175 0.0152666
56 37 0.0142243 0.0188353 0.0145447 0.01448
56 38 0.0154029 0.0196043 0.0148746 0.0157222
56 39 0.0143623 0.0192525 0.0148273 0.0144347
56 40 0.014099 0.020095 0.0146583 0.0151767
56 41 0.013553 0.020492 0.0159372 0.013688
56 42 0.0142707 0.0201437 0.0149087 0.01506
56 43 0.0118243 0.0187601 0.0185117 0.00920823
56 44 0.0101252 0.0235795 0.0191575 0.00965406
56 45 0.0116919 0.0204294 0.0189338 0.0088279
56 46 0.0152541 0.0169223 0.014368 0.0141077
56 47 0.0164415 0.0190826 0.0155502 0.0157419
56 48 0.0153794 0.0177007 0.014603 0.0145089
56 49 0.0110241 0.0124129 0.016984 0.00513857
56 50 0.00425591 0.0192971 0.0170386 0.00366994
56 51 0.0108083 0.0139024 0.0167697 0.004433
56 52 0.0186086 0.0153743 0.0175469 0.0121387
56 53 0.0191586 0.0173995 0.0165224 0.015564
56 54 0.0183201 0.0164333 0.0170873 0.0135303
56 55 0.0122202 0.0100131 0.0159188 0.0045768
56 56 0.139888 0 0 0.122567
56 57 0.0120309 0.0115299 0.0154889 0.00412037
56 58 0.0212288 0.0128271 0.018998 0.0101536
56 59 0.0190298 0.0155788 0.015686 0.0149454
56 60 0.0205267 0.0140901 0.0182368 0.0120447
56 61 0.017134 0.0157719 0.0189767 0.010514
56 62 0.00719656 0.0152749 0.0147977 0.00581808
56 63 0.0166718 0.0172244 0.0189223 0.0105837
56 64 0.0207161 0.012315 0.017233 0.0111844
56 65 0.0184429 0.0166151 0.0151485 0.0160452
56 66 0.0202468 0.013546 0.0166706 0.01266
56 67 0.00830662 0.00797759 0.00819704 0.0061739
56 68 0.0116658 0.0172398 0.0155213 0.00999951
56 69 0.00819795 0.00853638 0.00823682 0.00629694
56 70 0.0159284 0.0123568 0.0132203 0.0115958
56 71 0.00818907 0.00828069 0.00706847 0.00761946
56 72 0.0158312 0.013003 0.0129878 0.0121785
57 1 0.0164682 0.0138099 0.0112325 0.00876643
57 2 0.00888588 0.00966723 0.00634608 0.00590294
57 3 0.0157974 0.0148018 0.0113167 0.00929224
57 4 0.0092137 0.00809044 0.00628479 0.00534632
57 5 0.016021 0.0159998 0.010791 0.0105239
57 6 0.009276 0.00847786 0.0062243 0.00561716
57 7 0.0209349 0.0135986 0.0144516 0.00856406
57 8 0.0191393 0.0194796 0.0137318 0.0118594
57 9 0.0200658 0.0151828 0.0141871 0.00955949
57 10 0.0207894 0.0154854 0.0142282 0.0100625
57 11 0.0191739 0.0181457 0.0134601 0.0112991
57 12 0.0203972 0.01664 0.0139865 0.0107883
57 13 0.0221478 0.0135978 0.0152903 0.0086654
57 14 0.0195755 0.0176703 0.0135505 0.0111927
57 15 0.0216351 0.0149828 0.0147597 0.00960358
57 16 0.021528 0.012887 0.0148927 0.00785367
57 17 0.0196952 0.0184857 0.0141828 0.0110901
57 18 0.0203527 0.0146521 0.0146517 0.00903768
57 19 0.0201455 0.0156408 0.0135332 0.0103202
57 20 0.0200471 0.0184711 0.0133565 0.0123097
57 21 0.0198506 0.0167935 0.013343 0.0110213
57 22 0.0218185 0.0148652 0.0151293 0.00896356
57 23 0.019152 0.019197 0.0127426 0.012596
57 24 0.0208431 0.0161694 0.0145309 0.0103183
57 25 0.0164079 0.0175306 0.0113423 0.0110161
57 26 0.0183282 0.0194317 0.0119284 0.0132114
57 27 0.0168259 0.0179972 0.0112168 0.0119432
57 28 0.0181822 0.0166033 0.0120927 0.0105909
57 29 0.0175077 0.0191218 0.0112076 0.0131571
57 30 0.0182281 0.0172303 0.0120173 0.0117654
57 31 0.0151434 0.020635 0.0116069 0.0120179
57 32 0.0168981 0.019317 0.0111846 0.012917
57 33 0.0161473 0.019873 0.011175 0.0129259
57 34 0.0160362 0.0186573 0.0107467 0.0122763
57 35 0.0160484 0.0203798 0.0119186 0.0123278
57 36 0.0154385 0.0194708 0.0117054 0.0115063
57 37 0.0149399 0.0193619 0.0113087 0.0117199
57 38 0.0165007 0.0200742 0.0115991 0.0127631
57 39 0.0143802 0.0203177 0.0122599 0.011103
57 40 0.0157582 0.0200776 0.0110581 0.0128199
57 41 0.0152594 0.0206365 0.0123039 0.0114498
57 42 0.0138902 0.0218103 0.0127767 0.0108804
57 43 0.0174046 0.0167841 0.0123158 0.0103781
57 44 0.0150707 0.0213084 0.0131088 0.0107425
57 45 0.0113178 0.0212434 0.0154493 0.00771643
57 46 0.0149664 0.0183761 0.0119802 0.0107265
57 47 0.0171063 0.0203416 0.0126607 0.012206
57 48 0.0141149 0.0193308 0.0124654 0.0106004
57 49 0.0219021 0.014684 0.0149776 0.00817791
57 50 0.014308 0.0221682 0.0153281 0.00803582
57 51 0.00660049 0.0143487 0.0125378 0.00390022
57 52 0.0153529 0.0171571 0.0146537 0.00877102
57 53 0.0199448 0.0183777 0.0131965 0.0121948
57 54 0.0186747 0.0167969 0.0131204 0.0110064
57 55 0.0216582 0.0129954 0.0148921 0.00558881
57 56 0.0120309 0.0154889 0.0115299 0.00412037
57 57 0.145766 0 0 0.0971311
57 58 0.0127496 0.0112936 0.0128516 0.00597897
57 59 0.0200206 0.0166844 0.0127941 0.0114821
57 60 0.0215938 0.013967 0.0137197 0.0100181
57 61 0.0205406 0.0158587 0.0148735 0.00784101
57 62 0.0113974 0.0158905 0.0115988 0.00388905
57 63 0.00716996 0.0153402 0.0125273 0.00426873
57 64 0.0119375 0.0118102 0.0123957 0.00578113
57 65 0.02 0.0181068 0.0126264 0.0125233
57 66 0.0209036 0.013609 0.012739 0.00994983
57 67 0.00913288 0.00820654 0.00635134 0.00450903
57 68 0.0117981 0.0180182 0.0125706 0.00617607
57 69 0.00530137 0.00963033 0.00734505 0.0033657
57 70 0.0123875 0.0147906 0.0120754 0.00723911
57 71 0.00922839 0.00895911 0.00577386 0.00616346
57 72 0.0166388 0.0132425 0.0100689 0.00962155
58 1 0.0176282 0.0146555 0.0105446 0.00826095
58 2 0.00972878 0.0100236 0.005786 0.00585334
58 3 0.0171531 0.0154838 0.0104429 0.00900315
58 4 0.00952899 0.00875518 0.0060832 0.00493289
58 5 0.0166201 0.0173766 0.0104951 0.00956843
58 6 0.00979616 0.00921452 0.00597613 0.00498039
58 7 0.0221885 0.0144896 0.0136847 0.00810892
58 8 0.020917 0.0201939 0.0125256 0.0117463
58 9 0.021798 0.0159999 0.0132159 0.00897458
58 10 0.0217878 0.0166621 0.0135997 0.00941305
58 11 0.0205759 0.0191057 0.0125589 0.010887
58 12 0.0217902 0.0178412 0.0133221 0.00979951
58 13 0.0231416 0.0146533 0.0146503 0.00810001
58 14 0.0206494 0.0189051 0.0129155 0.0104808
58 15 0.0228569 0.0163697 0.0143411 0.00826502
58 16 0.0230008 0.013716 0.0139988 0.00737039
58 17 0.0215415 0.019102 0.0129123 0.0110474
58 18 0.0221485 0.0152921 0.0135962 0.00866224
58 19 0.0213117 0.0166376 0.0128524 0.00972775
58 20 0.0209289 0.0199879 0.0129035 0.0112729
58 21 0.0209833 0.0182545 0.012812 0.00977513
58 22 0.0231485 0.0159773 0.0144406 0.00818016
58 23 0.0204178 0.020387 0.0120552 0.0120686
58 24 0.0224538 0.0170021 0.0135859 0.00987868
58 25 0.0167676 0.0192797 0.0113874 0.00951814
58 26 0.019483 0.0206109 0.0112249 0.0124987
58 27 0.0180107 0.0192136 0.0103857 0.0112636
58 28 0.0192222 0.0178728 0.01155 0.00981205
58 29 0.0184138 0.0206177 0.0107988 0.0122644
58 30 0.0191869 0.0187514 0.0116272 0.0106716
58 31 0.0143927 0.0235935 0.0123906 0.00933997
58 32 0.0170201 0.0213587 0.011291 0.0112843
58 33 0.0172344 0.0210989 0.0104152 0.0122474
58 34 0.0171111 0.0198055 0.0100967 0.0116254
58 35 0.0178105 0.0210688 0.0107607 0.0122243
58 36 0.0161694 0.0212985 0.0113798 0.0101875
58 37 0.0149524 0.0209142 0.0110895 0.0103901
58 38 0.0164625 0.0221806 0.011666 0.0109732
58 39 0.0162538 0.0209211 0.011027 0.0110644
58 40 0.0164019 0.0215883 0.0107362 0.0117515
58 41 0.0165416 0.0217641 0.0115979 0.0109793
58 42 0.0160951 0.02209 0.0111589 0.0111926
58 43 0.0187022 0.0173555 0.011236 0.0101627
58 44 0.0175132 0.0211526 0.0113066 0.0115722
58 45 0.0138405 0.0210651 0.0134234 0.00832677
58 46 0.0116198 0.021735 0.0134977 0.00738099
58 47 0.0135748 0.024479 0.0142911 0.00754882
58 48 0.0172508 0.0195514 0.0108163 0.0107451
58 49 0.0232295 0.0154865 0.0139066 0.00828328
58 50 0.0195781 0.0210796 0.0125127 0.0109272
58 51 0.0117352 0.01509 0.0115904 0.00586345
